ID,Code,Text,Role,Gender
ID11,Clinical Work or Student Teaching,"F: Just everything, just being in the class and listening to the children respond. It comes from them, to talking to parents. I was able to, my practicum teacher invited me to parent teacher conferences so I was there for a couple of conferences and just getting the experience of how a teacher communicates with the parent and tells them you know what your child is so, or you know what your child is doing very well but you need to still help her. So that was very important. He asked me if I could jump in a little bit with one of the conferences. He asked me well what would you say, just me and him before the parent could come in, would you say. I was describing the child and I was telling him that she's very communicative. She's always talking and whispering. He's like okay wait, wait, wait. Stop, stop, stop. So I'm the parent and you're telling me that my child is always talking. How do you think the parent is going to take that? Just being there and talking to the teacher helps us realize be careful with what you're saying.",Faculty,woman
ID11,Cultural Relevance,F: It's third grade. So we get to switch. One week is we get the Spanish. The students are mixed in general but where the students go one week in Spanish and one week in English and I'm always in the Spanish. I see a lot of the English dominant students. So we kind of like translate and we use a lot of English more with them than with the Spanish. That's where it differs.,Faculty,woman
ID11,Cultural Relevance,"Elementary education bilingual and I'm getting my TESOL endorsement. I really, really want to be a bilingual educator because, like I said, my first language was Spanish. I think that I've had very inspiring teachers that helped me a lot. So I want to do that for children. I want to be there because of the great necessity that we have here in New Mexico. We have a lot of people who have come from Mexico or just in general. I think from around us or our area we all speak Spanish. Even I do.",Faculty,woman
ID11,Cultural Relevance,"F: I think our NMSU classes have been really, really good at that. I think just the whole bilingual program has helped us realize that there is those issues. We see it in our community and there are children who feel left out and who feel lower than other students because of their language. NMSU has really helped me just gain a wider view and new ways and strategies in how we can promote that equity and help them.",Faculty,woman
ID11,Curriculum,t's third grade. So we get to switch. One week is we get the Spanish. The students are mixed in general but where the students go one week in Spanish and one week in English and I'm always in the Spanish. I see a lot of the English dominant students. So we kind of like translate and we use a lot of English more with them than with the Spanish. That's where it differs.,Faculty,woman
ID11,Curriculum,"So they go over them and he's really good at explaining and he goes all about bringing real life experiences. He goes to the store. He makes up stories. I think that's wonderful. He makes up stories about him going to Home Depot or Lowes and buying materials to build a home for his dog. So they're learning on perimeter and area and how much do I have to, how much fence do I have to buy in order to give him enough room. So I think those little stories help me visualize what it is that the question is asking. I think that's really great. So they go over the word problems and he gives them time to think but he also pushes them and directs them through the right path.",Faculty,woman
ID11,Experience being a minority student,"I'm from Berino. I'm from the area here in New Mexico. I grew up in a Spanish speaking home. My first language is Spanish. I didn't learn English I was second or third and it was really quick because my sister, I have an older sister. So she went to school and I would have conversations with her. So that helped me like really, really great help to learn my English.",Faculty,woman
ID11,Faculty,"Yes, and I think that's very important. We had an issue where we were preparing our science lesson and so we were getting our lesson from the book, from the science book that they're doing. We turned it in and our feedback that our teacher, our NMSU teacher told us this lesson is under grade level. It's for a second grade when you're doing third. The lesson was on matter and the properties of matter, just the properties in general like hardness and shape. So she told us that it was below grade level that by that age they should be doing solids, liquids and gases and separating mixtures and all that. We go well this is what the book said. She asked me if I could take a picture of the book and send it to her. She told us that she hadn't realized that the curriculum had changed. The curriculum doesn't meet or it does in a way but it's not very specific. So she came down here when she was here and she took a look at the book and she said yes that's right. The centers don't really match up to the curriculum because there has been a new curriculum.",Faculty,woman
ID11,Inspiration,When I was in high school I was in the teacher cadet program which was great. I loved it. We had the opportunity to visit elementary schools from around the area. So it was just observing and I loved it. So right then I knew I wanted to be a teacher.,Faculty,woman
ID11,Inspiration,"Elementary education bilingual and I'm getting my TESOL endorsement. I really, really want to be a bilingual educator because, like I said, my first language was Spanish. I think that I've had very inspiring teachers that helped me a lot. So I want to do that for children. I want to be there because of the great necessity that we have here in New Mexico. We have a lot of people who have come from Mexico or just in general. I think from around us or our area we all speak Spanish. Even I do.",Faculty,woman
ID11,Job Counseling,": I think our NMSU classes have been really, really good at that. I think just the whole bilingual program has helped us realize that there is those issues. We see it in our community and there are children who feel left out and who feel lower than other students because of their language. NMSU has really helped me just gain a wider view and new ways and strategies in how we can promote that equity and help them.",Faculty,woman
ID11,Job Counseling,My greatest concern right now would be just being effective as a teacher to help the students with all the tests and prepare them because they are hard. Right now I am in third grade so it's their first year taking the test. So I see my teacher working very hard to help them and kind of guide them. So I think that would be my issue of concern how to help them.,Faculty,woman
ID11,Job Counseling,"We had an issue where we were preparing our science lesson and so we were getting our lesson from the book, from the science book that they're doing. We turned it in and our feedback that our teacher, our NMSU teacher told us this lesson is under grade level. It's for a second grade when you're doing third. The lesson was on matter and the properties of matter, just the properties in general like hardness and shape. So she told us that it was below grade level that by that age they should be doing solids, liquids and gases and separating mixtures and all that. We go well this is what the book said. She asked me if I could take a picture of the book and send it to her. She told us that she hadn't realized that the curriculum had changed. The curriculum doesn't meet or it does in a way but it's not very specific. So she came down here when she was here and she took a look at the book and she said yes that's right. The centers don't really match up to the curriculum because there has been a new curriculum.",Faculty,woman
ID11,Job Counseling,"F: Just everything, just being in the class and listening to the children respond. It comes from them, to talking to parents. I was able to, my practicum teacher invited me to parent teacher conferences so I was there for a couple of conferences and just getting the experience of how a teacher communicates with the parent and tells them you know what your child is so, or you know what your child is doing very well but you need to still help her. So that was very important. He asked me if I could jump in a little bit with one of the conferences. He asked me well what would you say, just me and him before the parent could come in, would you say. I was describing the child and I was telling him that she's very communicative. She's always talking and whispering. He's like okay wait, wait, wait. Stop, stop, stop. So I'm the parent and you're telling me that my child is always talking. How do you think the parent is going to take that? Just being there and talking to the teacher helps us realize be careful with what you're saying.",Faculty,woman
ID11,Opportunities,When I was in high school I was in the teacher cadet program which was great. I loved it. We had the opportunity to visit elementary schools from around the area. So it was just observing and I loved it. So right then I knew I wanted to be a teacher.,Faculty,woman
ID11,Opportunities,we actually had the opportunity to since we have those cooperating teachers in Spanish and in English they're really good at communicating because they've known each other for a long time. We've had the opportunity to be actually in the planning and how they work together. We've seen how they work together to do okay so we're doing this lesson and you do it in Spanish and you do it in English. So that's also very important because how do you know how to work collaboratively if we don't get that. I mean it's not the same thing reading from a book but to actually be there and create that flexibility.,Faculty,woman
ID11,Pedagogy,"F: I think our NMSU classes have been really, really good at that. I think just the whole bilingual program has helped us realize that there is those issues. We see it in our community and there are children who feel left out and who feel lower than other students because of their language. NMSU has really helped me just gain a wider view and new ways and strategies in how we can promote that equity and help them.",Faculty,woman
ID11,Pedagogy,": They have workbooks or practice books for the test. So they go over them and he's really good at explaining and he goes all about bringing real life experiences. He goes to the store. He makes up stories. I think that's wonderful. He makes up stories about him going to Home Depot or Lowes and buying materials to build a home for his dog. So they're learning on perimeter and area and how much do I have to, how much fence do I have to buy in order to give him enough room. So I think those little stories help me visualize what it is that the question is asking. I think that's really great. So they go over the word problems and he gives them time to think but he also pushes them and directs them through the right path.",Faculty,woman
ID11,Support System,"I started off in -0:02:40- community college for my first two years and that was great. I really enjoyed the small classes and the teachers were great. I had a lot of help from them. Then I transferred to NMSU. It has been a great experience. I was really scared because they told us that we would have large classes with a lot of students. Teachers would be really, we would be on ourselves individual and so I was scared. But when I started my years it was great. The teachers were really nice. They were always helping us. So I loved it. Our teachers at NMSU the ones that I've had have been really inspiring. They have a lot of time to help, to talk to us, to bring us to real life experiences and that's been great. I love just my whole experience at NMSU.",Faculty,woman
ID11,Support System,"Personally I have never been here to North Valley or since it used to be -0:04:14-. I grew up in Berino so I went to Berino Elementary. My brothers moved to -0:04:20- so they were in -0:04:21- so I was in those two schools never over here. I liked the school. It's really nice. The teachers, the principal has been really supporting, really nice. My teacher, my practicum teacher, Mr. -0:04:34-, he's been great. He's a good teacher and he helps me. He helps me very well with planning my lessons, developing them. He guides me through centers and benchmarks and tells me, okay, you need to, what are you teaching, what's your main topic, what's the thing that you want them to grasp and learn. So he's been a great help.",Faculty,woman
ID11,Support System,what really helped me was my sister because she's three years older than I. So she's really smart and so she would teach me everything. I had a lot of guidance from her. So I think it was easier for me but my youngest brother he's four years apart from my brother who is younger than me. So they are five years apart and so he's struggled a lot. Even though he has us he struggled a lot in English. He's getting there but he is a little bit lower and he struggles a lot more than I have.,Faculty,woman
ID11,Support System,": Yes. Yes, I think there is. A lot of the strategies that I see with my teacher we talk about them and we discuss and how things could go wrong and how things can go really good. So, yeah, I think it does connect. In Special Education I mean we have a couple of students who are in Special Education because of speech and we have gifted students. And so we talk about that in seminars and we have to include that in our lesson plans. Yes, it helps.",Faculty,woman
ID11,Support System,"We had an issue where we were preparing our science lesson and so we were getting our lesson from the book, from the science book that they're doing. We turned it in and our feedback that our teacher, our NMSU teacher told us this lesson is under grade level. It's for a second grade when you're doing third. The lesson was on matter and the properties of matter, just the properties in general like hardness and shape. So she told us that it was below grade level that by that age they should be doing solids, liquids and gases and separating mixtures and all that. We go well this is what the book said. She asked me if I could take a picture of the book and send it to her. She told us that she hadn't realized that the curriculum had changed. The curriculum doesn't meet or it does in a way but it's not very specific. So she came down here when she was here and she took a look at the book and she said yes that's right. The centers don't really match up to the curriculum because there has been a new curriculum.",Faculty,woman
ID26,Challenges,"The thing that's most challenge with the Call Me MISTER program would probably be just really kind of serving as a counselor for 15, we're talking about 15, young black men ranging from 18 to 21 years of age. So any time you're dealing with a group of young people at that age you're going to have some unique situations that come up. So my challenge is day in and day out just really trying to maintain contact with them and make sure that they're doing the things that they're supposed to do and that they're making good decisions. When they have problems or issues that come up they usually show up at my door to talk to me. It's basically trying to balance that.",Faculty,woman
ID26,Challenges,"Then the other thing would be finance. Most people think working with this program we say we pay full tuition. They think that everything is covered. That makes it all right for the young men that they don't have any financial difficulties or problems. But what we find out is that's not the case with the program. So, yes, we pay for full tuition and we pay for books but we don't cover room and board. Really that's one of the things that I didn't really understand because room and board is central to the program. If you're trying to have people live together and go through classes together I would think that room and board would be one of the main things that you provided for because, again, that's at the heart of the program. So they have some financial challenges with that and it's not as much for the state people as it is for the out of state people because they pay the extra probably close to $10,000 a year just for out of state fees",Faculty,woman
ID26,Classroom Environment,"we encourage the research process greatly. Each year we take a cohort and we apply for the Center for Undergraduate Research mini grant. They give us about $5,000 to support travel to different conferences. So each year I work with a different cohort. So Cohort 1 presented at the NAAS Conference down in Baton Rouge last year. This year I took Cohort 2, well it was mostly Cohort 2. There were a couple from Cohort 1. We went down there and presented again. This year what I have students to do was actually interview African American male teachers in local elementary schools. So, again, they can get a sense of what they were getting into and then they presented on their research. So each year we're going to make sure that each of the cohorts get that experience as an undergraduate researching.",Faculty,woman
ID26,Cohort Model,we mentor young men throughout the program. We get them a lot of early experiences in the field working and teaching with children and then we provide them with support throughout the program in order to make sure that they're successful. So that's the general model that all of us follow.,Faculty,woman
ID26,Cohort Model,"they allow us the freedom to decide exactly how we're going to implement that and then they provide us with whatever support that we needs. So here at Jackson State basically what we do, again, we have it set up where the initial year that they come in we work with the students. Again, we get them set up with mentors out in the schools. We also provide them with experiences to serve and working with young kids along with taking their courses. We utilize the cohort model. So each year we select five students and the cohort model is intentional. We want to bring in a small number so we can actually make sure that we're effective in what we're doing. So when we bring in the five, again, we work with them. We set it up where they can live together in housing and also I set up their schedules where all of them take their classes together or as many classes together as possible. So, again, they're going to matriculate through the program together and that way they can be that support system for them.",Faculty,woman
ID26,Cohort Model,"At the end of their first year in the program we require that they go to Clemson for the summer for the Clemson internship. Again, we want them to have that experience where initially so they can really get a sense of what the program is about and spend time with graduates of the program and also the MISTER's from around the country so they can get that sense. After that initial summer we set it up where they get a choice now. So they can either go to Clemson or they can stay here in the state of Mississippi and we'll set them up with their own internship. So we've had MISTER's that have served at, in Cohort 1 they've done both. They've been to Clemson; they've stayed here in Jackson, Mississippi. Cohort 2, which is our sophomores right now, they've been to Clemson and then Cohort 3, which are our freshmen this year, they will be required to go to Clemson.",Faculty,woman
ID26,Cohort Model,"we encourage the research process greatly. Each year we take a cohort and we apply for the Center for Undergraduate Research mini grant. They give us about $5,000 to support travel to different conferences. So each year I work with a different cohort. So Cohort 1 presented at the NAAS Conference down in Baton Rouge last year. This year I took Cohort 2, well it was mostly Cohort 2. There were a couple from Cohort 1. We went down there and presented again. This year what I have students to do was actually interview African American male teachers in local elementary schools. So, again, they can get a sense of what they were getting into and then they presented on their research. So each year we're going to make sure that each of the cohorts get that experience as an undergraduate researching.",Faculty,woman
ID26,Cohort Model,"I would like the MISTER's to basically say that, look, they realize that they have a responsibility and their responsibility is not just to themselves but it's to their brothers that are going through the Call Me MISTER program and also to their community. They have responsibility to give back and make their community better when they go through the program. That's number one for me and it is one that I kind of harp on because I think it's one that we're struggling with a little bit. We see growth but it's one of the things that I would like to see us improve on a little bit more is students not just having personal responsibility but taking responsibility for their cohort member or taking responsibility for the other MISTER's. So if you see someone in need of help, if someone is struggling in math and you know you're good in math why aren't you helping them. Why do they have to come to me or why do I have to recommend that you go help your friend out because you all are living together. You all see each other more than I do. So it's something that I would like for them to get to the point where it comes really naturally. So that's one of the basic tenets.",Faculty,woman
ID26,Cohort Model,"ambassadorship. So we want them to really be able to get out and tell their stories. These guys have really unique stories. Again like I said, we have MISTER's that came in on academic probation. We have MISTER's that came in at the top of their class and they're all kind of going through this experience together.",Faculty,woman
ID26,Cohort Model,"Our goal is that, yes, they have to put those four years in a Mississippi classroom. Yes, we want to keep them around. We want them to have the skillset to either stay in the classroom, become consultants, become administrators but stay in the field of education and hopefully stay here in the state of Mississippi so we can make a difference in our community right here. So, yes, teaching is at the center and the core of what we do and we want them to be able to advocate for the children. We're talking about minorities, male or female. We want them to be able to advocate for whomever ends up in their classrooms.",Faculty,woman
ID26,Cohort Model,"Yes, but again so we want them to know whether or not their brothers are struggling so again they can be there to help them or if they're not going to class they need to make sure that they're getting there. That's the whole idea of them being in a cohort and going through it together. So, yes, it's transparent. This year we just implemented an awards process. So we're giving them awards for highest GPA this year. We have like an athletic competition award so between the cohorts. So which cohort wins the most basketball games, shoots the best, at archery, those type things. We also have like an attendance award for events and then we're going to do like one overall called Call Me MISTER or something like this who is really exemplifying the qualities of a MISTER. So again that's something that they get really excited about and again the whole transparency of putting everything on the board kind of helps out with that process.",Faculty,woman
ID26,Experience being a minority student,"The other thing, again, is ambassadorship. So we want them to really be able to get out and tell their stories. These guys have really unique stories. Again like I said, we have MISTER's that came in on academic probation. We have MISTER's that came in at the top of their class and they're all kind of going through this experience together. So, again, ambassadorship.",Faculty,woman
ID26,Future Plans,"One of the things that I've been thinking about adding a little component for next year is actually having them get involved a little bit in the political process. We focus in on teaching and service. We focus in on research but up to this point we've pretty much ignored the political process. I think this is an ideal time particularly in the state of Mississippi for them to kind of get a feel for that. So, again, we just want them to have a lot of tools to be able to draw from when they go into the classroom. So whichever route they choose to take they will be equipped to handle it.",Faculty,woman
ID26,Inspiration,"The other thing, again, is ambassadorship. So we want them to really be able to get out and tell their stories. These guys have really unique stories. Again like I said, we have MISTER's that came in on academic probation. We have MISTER's that came in at the top of their class and they're all kind of going through this experience together. So, again, ambassadorship.",Faculty,woman
ID26,Inspiration,"We have one young man that actually came to Jackson State and the only reason he came here was to play in the Sonic Boom. So the band attracted him. His original plan was to come here and stay a year and play in the Boom and then I guess he was going to leave, I don't know, and go back to his home state. But the Call Me MISTER program was what changed that for him, getting involved with this now and he's been here three years and he really wants to be a teacher after being involved in this program. Initially that was a student that we were going to lose just because he didn't really think he could afford to stay here, for one, and it was never in his long range plan to graduate from this university. I see with that young man we've already made a difference in that aspect.",Faculty,woman
ID26,Inspiration,"Our goal is that, yes, they have to put those four years in a Mississippi classroom. Yes, we want to keep them around. We want them to have the skillset to either stay in the classroom, become consultants, become administrators but stay in the field of education and hopefully stay here in the state of Mississippi so we can make a difference in our community right here. So, yes, teaching is at the center and the core of what we do and we want them to be able to advocate for the children. We're talking about minorities, male or female. We want them to be able to advocate for whomever ends up in their classrooms.",Faculty,woman
ID26,Job Counseling,"Another thing that we do, I think this one is kind of unique to our program, is we encourage the research process greatly. Each year we take a cohort and we apply for the Center for Undergraduate Research mini grant. They give us about $5,000 to support travel to different conferences. So each year I work with a different cohort. So Cohort 1 presented at the NAAS Conference down in Baton Rouge last year. This year I took Cohort 2, well it was mostly Cohort 2. There were a couple from Cohort 1. We went down there and presented again. This year what I have students to do was actually interview African American male teachers in local elementary schools. So, again, they can get a sense of what they were getting into and then they presented on their research. So each year we're going to make sure that each of the cohorts get that experience as an undergraduate researching.",Faculty,woman
ID26,Job Counseling,"Another thing that we do is, again, we make sure that our MISTER's get a lot of exposure. So we want them to have a lot of opportunities talking to different people, doing interviews and things like this but also public figures. Again, we want them to not just go into the classroom to be qualified teachers but we want them to be able to be leaders in their community. So a lot of what we do is try to give them as many experiences as possible so that they can excel at what they do. So that's pretty much the general setup for here.",Faculty,woman
ID26,Job Counseling,"My whole way of working with students is I'll talk to you but you're going to ultimately make the decision because I want you to be able to make decisions. If you're going to work with young children, if you're going to help them in the future you need to be able to recognize this process to know what it's like and help them make decisions without handicapping them by telling them what to do every time.",Faculty,woman
ID26,Job Counseling,I'm expecting them to be great teachers. I see a lot of potential. The good thing about the program is again the way it's structured. They get a lot of early field experiences. So by the time they begin their sophomore year they probably spend as much time in the field as our juniors here going through the traditional program. During the summers they spend probably 2 ½ months of full days in the classroom. It's not observation type work. They're either co-teaching or some of those in the upper class are teaching the classrooms themselves. So they're getting a ton of experience early on in the classroom.,Faculty,woman
ID26,Mentorship,"We have one young man that actually came to Jackson State and the only reason he came here was to play in the Sonic Boom. So the band attracted him. His original plan was to come here and stay a year and play in the Boom and then I guess he was going to leave, I don't know, and go back to his home state. But the Call Me MISTER program was what changed that for him, getting involved with this now and he's been here three years and he really wants to be a teacher after being involved in this program. Initially that was a student that we were going to lose just because he didn't really think he could afford to stay here, for one, and it was never in his long range plan to graduate from this university. I see with that young man we've already made a difference in that aspect.",Faculty,woman
ID26,Mentorship,"at the end of their freshman year they're required to go to Clemson and do that internship. So we had talked to all of them and gotten them ready. I sent out a text a couple of days before just telling everybody make sure that you had everything packed up and ready to go. He never replied back to me. He wanted to go to a Lil Boosie concert that summer and it was basically during the concert was going to take place during the time of the internship. We told him that there's no way for him to get back for the concert. So in his mind he wasn't going to go. So now we're looking at the mentality at that point in time. The day before I hadn't heard from him. I just called him and invited him out for lunch. We went out and got some barbeque and just sat down and talked. Just from our conversation, because I had an idea that he hadn't planned on going. He just wasn't going to say anything and was going to miss the van or whatever. But from that conversation he decided to go up there and he really enjoyed the experience and it changed. When he came back to begin that fall you could see the whole change in his mentality and he has become one of the leaders in the program now. In terms of whatever we do he's one of the first to volunteer for it, one of the first ones to step out front in what it is they're trying to do. So little successes like that is what helps keep all of us going that work with the program when we can see the growth in the students that we're working with.",Faculty,woman
ID26,Mentorship,"just from working with them and what I've found is that some of our most intelligent kids didn't do well in high school. So it's kind of interesting and it may or may not translate over into college. So we've had some that didn't do well in high school, didn't score well on ACT, come into college and are doing great. Then we've had vice versa where some of them had high ACT scores, I mean we don't have any with a high ACT that are failing or anything but they did come in at the level that we expected. So we're really getting a mix range at least from among the MISTER's. I think what partially contributes to that is just the amount of stuff that they're engaged in and involved in. So they're juggling a lot of different things, not just coursework. The things that we're asking them to do and then they're getting all of this extra attention for being a part of this program and then all of their personal interests that they want to do some of everything at college. One of the things that I see them struggling with the most is just really trying to figure out how do we juggle all of these things that we want to do and how do we make decisions that are going to be best for us.",Faculty,woman
ID26,Mentorship,"My whole way of working with students is I'll talk to you but you're going to ultimately make the decision because I want you to be able to make decisions. If you're going to work with young children, if you're going to help them in the future you need to be able to recognize this process to know what it's like and help them make decisions without handicapping them by telling them what to do every time.",Faculty,woman
ID26,Mentorship,"joke about it sometimes. Sometimes they get a little more attention than my nine year old does, at least academically. So, yes, I'm very involved with what they do. They can change the whole perspective on my day. When they're doing well that can make my day go very, very well. I can be having a great day and then one of them walks in my office and just messes it all up. So, again, I do kind of see myself as a father figure and again what I want to do is just help them make good decisions so that they can be the best that they can be in what they're doing.",Faculty,woman
ID26,Mentorship,"with all that my philosophy is I'm not here to get you out of trouble. I'm here to help you make good decisions. So whatever it is that you have to deal with I'm here to talk to you about it and help, try to help lead you to the responsible decision. But again at the end of the day you're a grownup and it's your decision to make and you're going to determine how you handle it. But again I'm going to advise you but it's your decision ultimately.",Faculty,woman
ID12,Campus Environment,"There are not, to my knowledge, very many minorities in the science ed arena. In fact, I only know of one or two other people with my background. That's pretty much why we came here. It's a Hispanic serving institution, which was something really interesting to me that I wanted to serve the community in that way back in the Southwest.",Faculty,woman
ID12,Campus Environment,"Coming from K State which is a predominately white institution where we had 23,000 students but only I think less than 5% were of minority. When I first went to K State we only had about 500 Latino students. When I left we had over 1,200. So they're doing much better. But coming here I'm seeing we're 44% Latino and that was exciting to me. I don't see that reflected in our teacher ed program, which is a concern. We're trying to recruit more of our Latino students into the program especially bilingual. We don't have as many bilingual students as we would like. 
",Faculty,woman
ID12,Campus Environment,"Yeah, it's across the board. A lot of our students are in the criminal justice program, which is an excellent program here at New Mexico State. Then we have students that are in business. So our Latino students tend to gravitate towards those social services rather than education. So it was something that I thought was really interesting when I first came. I was thinking, I was expecting to see a lot more Latino students in our classrooms but we're not seeing the numbers that I would have expected. It varies from one semester to the other. Sometimes we'll have more bilingual students and again this is New Mexico. It's a unique state in that they have a bilingual constitution. So in the constitution we're obligated to offer bilingual services to all of our students whether they be Native American with the Pueblo languages or here with the Spanish language. So that's unique. I don't know that a lot of our students realize that when they come into the program.",Faculty,woman
ID12,Campus Environment,"F: Yes, when the constitution was originally written that was always part of the constitution. Like I said, New Mexico is a unique state in that a lot of the Chicanos and a lot of the Spanish that came here early on they made sure that their rights were preserved whereas when you go over to Texas it's very different or even Arizona. New Mexico is unique in that way.",Faculty,woman
ID12,Challenges,"they get anywhere from 37 to 40 something hours as semester. So they don't get as much time but a lot of those are some of our more nontraditional students. They have families that they can't, or they have jobs that they really can't be in the school that long. We try to accommodate those students as well. My expectations for them are pretty similar. They still have to do a lesson planning, they still have to do the teaching",Faculty,woman
ID12,Challenges,ve had some students say that they had such a poor experience that they want it to be different and so that's why they're in. I've had several students who told me about that but not saying that they didn't want to be teachers because they had such a poor experience.,Faculty,woman
ID12,Challenges,"We haven't done that in our methods courses. That's something that we talk about. I do a lesson on using technology in the classroom and understanding what that means for our young people. The teachers, the classroom teachers themselves they take them through practice tests. PARCC offers, the state offers them a chance to practice but they also do that because of the infrastructure we want to make sure. I think the first year they tried it they crashed all over the state. Some districts are very rural. They don't have access and the same broad bandwidth is very concerning. Then a lot of them had older computers and all those kinds of things that they're trying to mitigate at this point.",Faculty,woman
ID12,Classroom Environment,"Yeah, it's across the board. A lot of our students are in the criminal justice program, which is an excellent program here at New Mexico State. Then we have students that are in business. So our Latino students tend to gravitate towards those social services rather than education. So it was something that I thought was really interesting when I first came. I was thinking, I was expecting to see a lot more Latino students in our classrooms but we're not seeing the numbers that I would have expected. It varies from one semester to the other. Sometimes we'll have more bilingual students and again this is New Mexico. It's a unique state in that they have a bilingual constitution. So in the constitution we're obligated to offer bilingual services to all of our students whether they be Native American with the Pueblo languages or here with the Spanish language. So that's unique. I don't know that a lot of our students realize that when they come into the program.",Faculty,woman
ID12,Clinical Work or Student Teaching,"As I mentioned before, we have two semesters of Block before the students student teach. The On-Site Block, which is what we're talking about here, the students spend anywhere from 120 to 150 hours a semester in the classroom with the teacher. Then they have seminar courses which are content courses outside of that. So our students are with the teachers in the classroom with the students working every day Monday through Thursday pretty much 7:30 in the morning until 11:00 in the morning. So they get about 3 ½ hours a day. Then our seminar is on Wednesdays so they cut short in the classroom and they come in and learn about the methods courses. So we do a lot of observations. I teach the science methods course so my students have to plan lessons for science and then I watch them. I observe them teach and go through the science lessons.",Faculty,woman
ID12,Clinical Work or Student Teaching,"My background comes from K State and we actually had an, ours wasn't on-site but I actually got to, we had a practicum piece that was separate from our methods courses. I was in charge of the practicum as well as my methods course that I taught which was science methods. So I learned a lot about how lesson planning works and those kinds of things because they have a really strong PDS program there and I learned from my mentor. So when I came here I kind of brought a lot of that with me. So I do a lot of lesson planning development within my seminar course. So not only are they learning the science methods they're learning how that applies in practice with their lesson plans. Then we do observe them in the classroom as much as we can.",Faculty,woman
ID12,Clinical Work or Student Teaching,"we have an integrated model so the three professors and I that we all teach the four courses kind of together. We have a Special Education person that does the Special Ed piece and then we have Dr. Juan Freire. He does the early childhood and the reading and then I'm doing the science methods and we try to integrate as much as we can. So every other week or every third week one of us is taking the lead in the seminar course. So, yes, we teach the seminar course at the site. So that's in the spring and we're at North Valley where you were meeting our students. In the fall we're here in Las Cruces. So we alternate the Block. We have two Blocks going concurrently in any given semester. So there's Block B right now is over at Central Elementary. I think you met Violet Henderson earlier today. So she's teaching the reading and the literacy courses over there at that Block and I'm over at North Valley. Then in the fall I'll go to Central and they'll go to North Valley. We kind of switch it out.",Faculty,woman
ID12,Clinical Work or Student Teaching,"We also have an evening Block for those students that can't come and be in the on-site because it's a really large time commitment to be in the on-site program. We have an evening Block. In the spring we teach what's called I-TV which is interactive television because we have three satellite schools in the state that are a part of NMSU but they're in Alamogordo, which is about an hour and fifteen minutes away, Carlsbad, which is about three hours away and Grants, which is four hours away. So they see me on a TV monitor, me and the other instructors teaching the Block. So they take their courses that way. Then we have a representative there that places them in the schools. But even still the evening Block the requirement, the hours are much less than they are for on-site Blocks. So they only, I think they get anywhere from 37 to 40 something hours as semester. So they don't get as much time but a lot of those are some of our more nontraditional students. They have families that they can't, or they have jobs that they really can't be in the school that long. We try to accommodate those students as well. My expectations for them are pretty similar. They still have to do a lesson planning, they still have to do the teaching. I don't get to observe them because their schedules are all over the place but we do have people, the ones that are here in Las Cruces we have people that go out and observe them teach in the classrooms and work with the classroom teachers.",Faculty,woman
ID12,Clinical Work or Student Teaching,"I think our strength is the time that the students get in the classroom, that they actually get to work with practicing teachers and they get to see, especially for that management piece that a lot of the principals say that kids need to know how to manage the classroom, their students do. Unless you're in a classroom, I can assign a textbook and have them read about it and have them do case studies all day long but until they have to actually manage children then they don't have the same, you can't really get that experience.",Faculty,woman
ID12,Clinical Work or Student Teaching,"I was observing one of my students today and she was teaching a sixth grade science lesson. So after about probably about 30 minutes or so and the activity she started losing them. So knowing how to either bring them back or make sure that they stay on task with what they're doing is a challenge. So that's something that they have to learn and we have to try to show them how do to do that. We try to do that when we walk in and take over the classroom sometimes if we have to. Then the teacher is also, they all have their own strategies and what works for them. The other thing, the other good thing is they get to work with different teachers.",Faculty,woman
ID12,Clinical Work or Student Teaching,"In Block A, in the first Block the faculty, either me or whoever I'm working with, we will meet the students the first day. We get their names and a lot of times we'll ask them if they're bilingual TESOL. We'll need to know that because we try to place those in those classroom, in the dual language classrooms. We get their language skills and whether or not they're comfortable speaking Spanish or what level and where they are. Then we will place them because at this point I've been in the classroom, I've been with the schools three years so I know the teachers fairly well. So I kind of try to but we're still kind of hit and miss sometimes because we don't know the students that well. In Block B, the second block, I give recommendations to the faculty for that block which students might work with which teacher. So then they usually go with my recommendations. Sometimes they have to move them around but that's how we do it. We just personally do that. We place them ourselves.",Faculty,woman
