"ID_cat","code_cat","code_theme","field_cat","collab_num","gender_cat","border_cat","seek_num","code_quote"
"ID32","Institutional Context","Institutional Context","social science",1,"F","border state",1," And the dynamic of USA university is totally different from the dynamic of..."
"ID32","Institutional Failures (Post)","Institution-to-Institution","social science",1,"F","border state",1,"So, I see more collaboration these days than back then. I still do not know..."
"ID32","Institutional Failures (Post)","Institution-to-Institution","social science",1,"F","border state",1,"They did not want competition. We have to understand that american universi..."
"ID32","Description of Funders","Presence of Funding","social science",1,"F","border state",1,"They did not want competition. We have to understand that american universi..."
"ID32","Institutional Context","Institutional Context","social science",1,"F","border state",1,"n both cases, probably the most important is to persuade your the administr..."
"ID32","Description of Funders","Presence of Funding","social science",1,"F","border state",1,"So, sometimes the administrators, they are always thinking about money. The..."
"ID2","Research Interest","Academic Trajectory","science and engineering",1,"M","not border state",0," But these colleagues that I worked closely with at the University of Arizo..."
"ID2","Personal Relationships","Peer-to-Peer","science and engineering",1,"M","not border state",0,"And then I also you know because I live here I know my ways around I came a..."
"ID1","Disciplinary Culture","Disciplinary","social science",1,"F","not border state",0,"Anailese	In anthropology, especially cultural anthropology, the field that ..."
"ID1","Academic Meeting/Conference","Peer-to-Peer","social science",1,"F","not border state",0,"Anailese	Yeah, I could talk about one contact in particularly that I’ve bee..."
"ID1","Research Interest","Academic Trajectory","social science",1,"F","not border state",0,"Anailese	Sure. I think there are a lot of reasons [cut off] Mexico which wa..."
"ID1","Research Interest","Academic Trajectory","social science",1,"F","not border state",0,"Anailese	No. I was saying I got interested in Mexico as a place to do case ..."
"ID1","Academic Meeting/Conference","Peer-to-Peer","social science",1,"F","not border state",0,"Yeah. It calls LASA, the Latin American Study Association...."
"ID1","Collaboration Examples","Definition of Collaboration","social science",1,"F","not border state",0,"Well. I think a lot of times when people talk about academic collaboration,..."
"ID1","Prior Collaboration Experience","Academic Trajectory","social science",1,"F","not border state",0,"On the research end, so I’ve been working supposing since the 1990s and all..."
"ID1","Professional Experience","Academic Trajectory","social science",1,"F","not border state",0,"On the research end, so I’ve been working supposing since the 1990s and all..."
"ID1","Cross-Cultural Understanding","Sociocultural and Political Context","social science",1,"F","not border state",0," Speaking the language. I found that’s very helpful, especially reading the..."
"ID1","Family Situation","Background","social science",1,"F","not border state",0,"I think part of it too is has to deal with work life balance, at that point..."
"ID1","Institutional Challenges (Pre)","Sociocultural and Political Context","social science",1,"F","not border state",0,"Since most of my collaborations are…I guess I can talk about it in two sens..."
"ID1","Institutional Challenges (Pre)","Sociocultural and Political Context","social science",1,"F","not border state",0,"I often…my colleague and I were collaborating on different grant schedules ..."
"ID1","Prior Collaboration Experience","Academic Trajectory","social science",1,"F","not border state",0,"Normally co-research, co-author, co-investigator…in some instances I joined..."
"ID1","Undergraduate Programs","Student Programs","social science",1,"F","not border state",0,"Anailese	Yeah, actually [unclear 24:15-24:30]…was about to offer internship..."
"ID1","Undergraduate Programs","Student Programs","social science",1,"F","not border state",0,"I have a colleague here in [name in Spanish 28:56-58] visited different res..."
"ID1","Collaboration Examples","Definition of Collaboration","social science",1,"F","not border state",0,"I have a colleague here in [name in Spanish 28:56-58] visited different res..."
"ID1","Institutional Challenges (Pre)","Sociocultural and Political Context","social science",1,"F","not border state",0,"eah. Yeah. No I think that the institutional collaboration is more difficul..."
"ID1","Disciplinary Culture","Disciplinary","social science",1,"F","not border state",0,"Anailese	In my discipline, I think that…the people are definitely in the U...."
"ID1","Political/Legal Challenges","Challenges","social science",1,"F","not border state",0,"Anailese	I think the current climate situation make it really hard. It make..."
"ID1","Political/Legal Challenges","Challenges","social science",1,"F","not border state",0,"Anailese	Oh yeah, definitely, things were bad before but under Trump has go..."
"ID1","Disciplinary Barriers","Disciplinary","social science",1,"F","not border state",0,"Anailese	Sadly, a lot of time have to do with access. Access to the materia..."
"ID13","Professional Experience","Academic Trajectory","science and engineering",1,"M","border state",1,"Manuel:	Yes, I have an undergraduate and master's degree from Mexico, and I..."
"ID13","Prior Collaboration Experience","Academic Trajectory","science and engineering",1,"M","border state",1,"Now, I have been quite lucky in getting projects with Mexico. I have [sever..."
"ID13","Prior Collaboration Experience","Academic Trajectory","science and engineering",1,"M","border state",1,"The second is the consequence of this engagement with institutions in Mexic..."
"ID13","Prior Collaboration Experience","Academic Trajectory","science and engineering",1,"M","border state",1,"Third, the final, is bringing what we call research scholars. Research scho..."
"ID13","Doctoral Research","Student Programs","science and engineering",1,"M","border state",1,"Third, the final, is bringing what we call research scholars. Research scho..."
"ID13","Successful Funding","Presence of Funding","science and engineering",1,"M","border state",1,"Luckily, those fields in Mexico are priority for the country. If you apply ..."
"ID13","Description of Funders","Presence of Funding","science and engineering",1,"M","border state",1," have been lucky in bringing students to UTD, UT Dallas, to their Conacyt p..."
"ID13","Personal Relationships","Peer-to-Peer","science and engineering",1,"M","border state",1,"Manuel:	In science and engineering, you first start collaborating with peop..."
"ID13","Description of Funders","Presence of Funding","science and engineering",1,"M","border state",1,"The second is the fact that Conacyt, this fellowship that Conacyt has, mayb..."
"ID13","Successful Funding","Presence of Funding","science and engineering",1,"M","border state",1,"The second is the fact that Conacyt, this fellowship that Conacyt has, mayb..."
"ID13","Cross-Cultural Understanding","Sociocultural and Political Context","science and engineering",1,"M","border state",1," In terms of how we collaborate with Mexico, it will be the same in general..."
"ID13","Political/Legal Challenges","Challenges","science and engineering",1,"M","border state",1,"The cons would be the visa issues. It takes quite a bit of time. Now, UTD d..."
"ID13","Institutional Successes","Institution-to-Institution","science and engineering",1,"M","border state",1," think ... I'll give you one quick example. Texas and Mexico have a program..."
"ID13","Political/Legal Challenges","Challenges","science and engineering",1,"M","border state",1,"Right. I think with Mexico in particular, no. No, I haven't had any problem..."
"ID13","Institutional Context","Institutional Context","science and engineering",1,"M","border state",1,"Okay. Gosh, it does ... I don't think I can give a fair answer because, for..."
"ID13","Disciplinary Culture","Disciplinary","science and engineering",1,"M","border state",1,"Okay. Gosh, it does ... I don't think I can give a fair answer because, for..."
"ID13","Cross-Cultural Understanding","Sociocultural and Political Context","science and engineering",1,"M","border state",1,"Manuel:	In the US, we don't have that. Understanding the system is very imp..."
"ID1","Prior Collaboration Experience","Academic Trajectory","social science",1,"F","not border state",0,"and that was in 20, I think 2009, almost 10 years since we’ve been working ..."
"ID1","Prior Collaboration Experience","Academic Trajectory","social science",1,"F","not border state",0,"Anailese	I have conversations with people before like in conference, throug..."
"ID1","Political/Legal Challenges","Challenges","social science",1,"F","not border state",0,"Anailese	It was in Canada. And the association did it in Canada on purpose...."
"ID1","Institutional Context","Institutional Context","social science",1,"F","not border state",0,"Anailese	I think…okay when I was teaching in the United States I was at a s..."
"ID1","Institutional Context","Institutional Context","social science",1,"F","not border state",0,"Since most of my collaborations are…I guess I can talk about it in two sens..."
"ID1","Cross-Cultural Understanding","Sociocultural and Political Context","social science",1,"F","not border state",0,"For example, when I was a Fulbright scholar at the national university here..."
"ID1","Institutional Context","Institutional Context","social science",1,"F","not border state",0,"I often…my colleague and I were collaborating on different grant schedules ..."
"ID1","Institutional Context","Institutional Context","social science",1,"F","not border state",0,"Anailese	I thought depend of what level you’re talking about. I found that ..."
"ID1","Institutional Context","Institutional Context","social science",1,"F","not border state",0,"Anailese	Well, I was in the international study department so they were in ..."
"ID1","Institutional Context","Institutional Context","social science",1,"F","not border state",0,"Anailese	Yeah I guessed with more flexibility on time and travel. And I thi..."
"ID1","Institutional Context","Institutional Context","social science",1,"F","not border state",0,"I see. Do you personally prefer more individual driven kind of peer-to-peer..."
"ID1","Collaboration Examples","Definition of Collaboration","social science",1,"F","not border state",0,"I see. Do you personally prefer more individual driven kind of peer-to-peer..."
"ID1","Collaboration Examples","Definition of Collaboration","social science",1,"F","not border state",0,"Definitely. Definitely. A lot of what happen in Unan is that because it is ..."
"ID1","Collaboration Examples","Definition of Collaboration","social science",1,"F","not border state",0,"Anailese	Depend on what is the partnership for, right. So I think if the pa..."
"ID13","Cross-Cultural Understanding","Sociocultural and Political Context","science and engineering",1,"M","border state",1,"That brings, from my perspective, a unique vision that's of what the, in th..."
"ID13","Description of Funders","Presence of Funding","science and engineering",1,"M","border state",1,"My portion, the US portion of the grant is covered by a US institution or a..."
"ID13","Collaboration Outcomes","Definition of Collaboration","science and engineering",1,"M","border state",1," For me, having a research project, joint project with Mexico has helped me..."
"ID13","Personal Relationships","Peer-to-Peer","science and engineering",1,"M","border state",1,"Now, how did I get to the point of having a joint project with Mexico? It's..."
"ID13","Academic Meeting/Conference","Peer-to-Peer","science and engineering",1,"M","border state",1,"Now, how did I get to the point of having a joint project with Mexico? It's..."
"ID13","Personal Relationships","Peer-to-Peer","science and engineering",1,"M","border state",1,"How am I able to get all that? By having a very, very visible engagement wi..."
"ID13","Academic Meeting/Conference","Peer-to-Peer","science and engineering",1,"M","border state",1,"How am I able to get all that? By having a very, very visible engagement wi..."
"ID13","Disciplinary Incentives","Disciplinary","science and engineering",1,"M","border state",1,"Luckily, those fields in Mexico are priority for the country. If you apply ..."
"ID13","Prior Collaboration Experience","Academic Trajectory","science and engineering",1,"M","border state",1,"I think [out of 00:16:28] my experience with Mexico and [not 00:16:31] have..."
"ID13","Undergraduate Programs","Student Programs","science and engineering",1,"M","border state",1,". I have a summer program. I bring a student from undergrad college in Mexi..."
"ID13","Institutional Context","Institutional Context","science and engineering",1,"M","border state",1," Second, we have a good number of Mexican students in our programs here. An..."
"ID13","Institutional Successes","Institution-to-Institution","science and engineering",1,"M","border state",1,"
Manuel:	I think advantages ... For instance, UT Dallas and our department ..."
"ID6","Collaboration Examples","Definition of Collaboration","science and engineering",0,"F","not border state",1,"I engage in similar projects or I also oversee American exchange students, ..."
"ID6","Collaboration Examples","Definition of Collaboration","science and engineering",0,"F","not border state",1,"We are collaborating here all the time within my department. We are doing p..."
"ID6","Institutional Context","Institutional Context","science and engineering",0,"F","not border state",1,"I think so basically we the school don’t have the resources sometimes we do..."
"ID6","Prior Collaboration Experience","Academic Trajectory","science and engineering",0,"F","not border state",1,"No. Not really. It was only when I was working with UNAM that I have collab..."
"ID6","Prior Collaboration Experience","Academic Trajectory","science and engineering",0,"F","not border state",1,"Ji Yeon
Okay. So none of the current ones involved Mexican institutions. 
I..."
"ID6","Prior Collaboration Experience","Academic Trajectory","science and engineering",0,"F","not border state",1,"We are collaborating here all the time within my department. We are doing p..."
"ID6","Personality/Status Conflict","Peer-to-Peer","science and engineering",0,"F","not border state",1,"I don’t know, maybe I should. First of all is the distance. At the some poi..."
"ID6","Institutional Context","Institutional Context","science and engineering",0,"F","not border state",1," I know that research projects that they do at UNAM, a research institution..."
"ID6","Personality/Status Conflict","Peer-to-Peer","science and engineering",0,"F","not border state",1,"Yeah. Yeah, I think the research goal is very different from the one I’m do..."
"ID6","Personality/Status Conflict","Peer-to-Peer","science and engineering",0,"F","not border state",1,"That doesn’t mean it couldn’t happen, it could happen if I just try to conn..."
"ID6","Research Interest","Academic Trajectory","science and engineering",0,"F","not border state",1,"Yeah. Yeah, I think the research goal is very different from the one I’m do..."
"ID6","Academic Meeting/Conference","Peer-to-Peer","science and engineering",0,"F","not border state",1,"I don’t really know. Like I said the Fulbright has been a really good venue..."
"ID6","Disciplinary Incentives","Disciplinary","science and engineering",0,"F","not border state",1,"I don’t really know. Like I said the Fulbright has been a really good venue..."
"ID6","Institutional Context","Institutional Context","science and engineering",0,"F","not border state",1,"When we have a numbers of Latina students, basically coming from Mexico. We..."
"ID6","Undergraduate Programs","Student Programs","science and engineering",0,"F","not border state",1,"When we have a numbers of Latina students, basically coming from Mexico. We..."
"ID6","Undergraduate Programs","Student Programs","science and engineering",0,"F","not border state",1,"One is the students would go basically they want to work in Spanish major, ..."
"ID6","Collaboration Examples","Definition of Collaboration","science and engineering",0,"F","not border state",1,"One is the students would go basically they want to work in Spanish major, ..."
"ID6","Prior Collaboration Experience","Academic Trajectory","science and engineering",0,"F","not border state",1,"One is the students would go basically they want to work in Spanish major, ..."
"ID6","Academic Meeting/Conference","Peer-to-Peer","science and engineering",0,"F","not border state",1,"I am completely disengaged of knowing where. Except when Mexican presenters..."
"ID6","Institutional Context","Institutional Context","science and engineering",0,"F","not border state",1,"Very interested…we have bilateral programs including students from other pl..."
"ID6","Institutional Context","Institutional Context","science and engineering",0,"F","not border state",1,"So we have with Australia, Sanburn University? Kosovo…Denmark, Greece, Finl..."
"ID6","Cross-Cultural Understanding","Sociocultural and Political Context","science and engineering",0,"F","not border state",1," For example, I know that students stop going to Mexico, even Fulbright stu..."
"ID6","Academic Meeting/Conference","Peer-to-Peer","science and engineering",0,"F","not border state",1,"Most of the time it has been so from the regional chapter of the American C..."
"ID6","Research Interest","Academic Trajectory","science and engineering",0,"F","not border state",1,"Most of the time it has been so from the regional chapter of the American C..."
"ID6","Institutional Context","Institutional Context","science and engineering",0,"F","not border state",1," We are doing a lot of service to community colleges. We work with them. Fo..."
"ID6","Collaboration Examples","Definition of Collaboration","science and engineering",0,"F","not border state",1,"International, I would say I don’t know if I should call this collaboration..."
"ID6","Political/Legal Challenges","Challenges","science and engineering",0,"F","not border state",1,"I think it’s important because they guarantee the safety of our students. F..."
"ID6","Undergraduate Programs","Student Programs","science and engineering",0,"F","not border state",1,"For the students, there is also incentive because the classes are very sequ..."
"ID6","Disciplinary Incentives","Disciplinary","science and engineering",0,"F","not border state",1," First of all, the going globally everywhere. Like I said the workshops the..."
"ID6","Academic Meeting/Conference","Peer-to-Peer","science and engineering",0,"F","not border state",1,"I think all of them are the above because of the local chapter (name? 22:58..."
"ID6","Prior Collaboration Experience","Academic Trajectory","science and engineering",0,"F","not border state",1,"Yeah, I think so…this is something nobody is going to do it because chemist..."
"ID6","Institutional Context","Institutional Context","science and engineering",0,"F","not border state",1,"What I see many times…research in university because universities don’t rea..."
"ID6","Institutional Challenges (Pre)","Sociocultural and Political Context","science and engineering",0,"F","not border state",1,"What I see many times…research in university because universities don’t rea..."
"ID6","Institutional Challenges (Pre)","Sociocultural and Political Context","science and engineering",0,"F","not border state",1,"Many times because we are a teaching institution so we teach a lot, less ti..."
"ID6","Institutional Context","Institutional Context","science and engineering",0,"F","not border state",1,"Many times because we are a teaching institution so we teach a lot, less ti..."
"ID6","Prior Collaboration Experience","Academic Trajectory","science and engineering",0,"F","not border state",1,"No. I don’t have any institution level. ..."
"ID9","Collaboration Outcomes","Definition of Collaboration","social science",1,"M","border state",0,"And they have seen just an amazing win with the tuition Mexican themselves ..."
"ID9","Professional Experience","Academic Trajectory","social science",1,"M","border state",0,"So there was, I would say some degree of uncertainty in the initial convers..."
"ID9","Academic Meeting/Conference","Peer-to-Peer","social science",1,"M","border state",0,"Um the other thing I will say is that I am involved in the Association for ..."
"ID9","Collaboration Outcomes","Definition of Collaboration","social science",1,"M","border state",0,"m so I think I have seen, Im chewing different needs of admissions with Mex..."
"ID9","Collaboration Examples","Definition of Collaboration","social science",1,"M","border state",0,"That is called the UT Dallas Mexico Summer Research Program Ok? Again, the ..."
"ID9","Prior Collaboration Experience","Academic Trajectory","social science",1,"M","border state",0,"That is called the UT Dallas Mexico Summer Research Program Ok? Again, the ..."
"ID9","Collaboration Outcomes","Definition of Collaboration","social science",1,"M","border state",0," And then with our success we are happy with really, the growth, emotionall..."
"ID9","Institutional Successes","Institution-to-Institution","social science",1,"M","border state",0," And then with our success we are happy with really, the growth, emotionall..."
"ID9","Undergraduate Programs","Student Programs","social science",1,"M","border state",0,"That is called the UT Dallas Mexico Summer Research Program Ok? Again, the ..."
"ID9","Collaboration Examples","Definition of Collaboration","social science",1,"M","border state",0,"But let’s start with the one that seems in the deepest in my heart which ha..."
"ID9","Prior Collaboration Experience","Academic Trajectory","social science",1,"M","border state",0,"But let’s start with the one that seems in the deepest in my heart which ha..."
"ID9","Successful Funding","Presence of Funding","social science",1,"M","border state",0,"By that question kind of from the US Mexico Embassy directly and at this po..."
"ID9","Cross-Cultural Understanding","Sociocultural and Political Context","social science",1,"M","border state",0,"Rodolfo 	Yes, of course. I mean ultimately this not about the people, this ..."
"ID9","Institutional Context","Institutional Context","social science",1,"M","border state",0,"Oh uh, Taylor, Mexico is next door okay? And so there are many geographic a..."
"ID9","Collaboration Outcomes","Definition of Collaboration","social science",1,"M","border state",0,"That’s number one, number two is answers the first part of your question, i..."
"ID9","Institutional Context","Institutional Context","social science",1,"M","border state",0,"Um you mentioned proximity ok? The geography, I mean, and Taylor I will tel..."
"ID9","Institutional Context","Institutional Context","social science",1,"M","border state",0,"The other one, you need to have patience, you need to have  key stakeholder..."
"ID9","Political/Legal Challenges","Challenges","social science",1,"M","border state",0,"Taylor. What is the political climate? What is the message from the politic..."
"ID9","Political/Legal Challenges","Challenges","social science",1,"M","border state",0,"Why? Because we have to be patient about, what seems to be the issue about ..."
"ID9","Institutional Context","Institutional Context","social science",1,"M","border state",0,"No, well in the case of UT Dallas we allow intellectual freedom you know ot..."
"ID9","Collaboration Outcomes","Definition of Collaboration","social science",1,"M","border state",0,"At that point though its more of a commitment of personal level collaborati..."
"ID9","Successful Funding","Presence of Funding","social science",1,"M","border state",0,"Well there are specific grants that they can that they can elaborate that t..."
"ID9","Description of Funders","Presence of Funding","social science",1,"M","border state",0,"Well there are specific grants that they can that they can elaborate that t..."
"ID9","Institutional Context","Institutional Context","social science",1,"M","border state",0,"Um actually when they want to choose that we create a culture of internatio..."
"ID9","Collaboration Examples","Definition of Collaboration","social science",1,"M","border state",0,"Um. I think this is growing and growing across the United States. However, ..."
"ID9","Collaboration Examples","Definition of Collaboration","social science",1,"M","border state",0,"So essentially to answer your question, if you want to quantify, I would sa..."
"ID9","Cross-Cultural Understanding","Sociocultural and Political Context","social science",1,"M","border state",0,"Hm um. I may have a good lead for that but the very first thing that is com..."
"ID9","Collaboration Outcomes","Definition of Collaboration","social science",1,"M","border state",0,"Ultimately I would want you to know this, ultimately I think we want to be ..."
"ID9","Political/Legal Challenges","Challenges","social science",1,"M","border state",0,"Ultimately I would want you to know this, ultimately I think we want to be ..."
"ID9","Disciplinary Incentives","Disciplinary","social science",1,"M","border state",0,"Absolutely. You know, you have this information exposed to you through othe..."
"ID9","Collaboration Examples","Definition of Collaboration","social science",1,"M","border state",0,"Um so when I started in the acceptance of Mexico status in 2001, it was rea..."
"ID9","Institutional Successes","Institution-to-Institution","social science",1,"M","border state",0,"Um so I think I have seen, Im chewing different needs of admissions with Me..."
"ID9","Institutional Successes","Institution-to-Institution","social science",1,"M","border state",0,"And they have seen just an amazing win with the tuition Mexican themselves ..."
"ID40","Collaboration Examples","Definition of Collaboration","education",0,"M","not border state",0,"I think collaboration is one of those terms that abused a little bit I thin..."
"ID40","Collaboration Outcomes","Definition of Collaboration","education",0,"M","not border state",0,"I think really make collaboration different is…I think that research for it..."
"ID40","Institutional Challenges (Pre)","Sociocultural and Political Context","education",0,"M","not border state",0,"I had kind of some attempts. One recent one was about a year ago. It really..."
"ID40","Research Interest","Academic Trajectory","education",0,"M","not border state",0,"I had kind of some attempts. One recent one was about a year ago. It really..."
"ID40","Collaboration Examples","Definition of Collaboration","education",0,"M","not border state",0,"At the moment, I at various stages working with a few colleagues. I would s..."
"ID40","Institutional Context","Institutional Context","education",0,"M","not border state",0,"At the moment, I at various stages working with a few colleagues. I would s..."
"ID40","Academic Meeting/Conference","Peer-to-Peer","education",0,"M","not border state",0,"It was a new connection, it wasn’t somebody…I think that is a disadvantage ..."
"ID40","Disciplinary Incentives","Disciplinary","education",0,"M","not border state",0,"It was a new connection, it wasn’t somebody…I think that is a disadvantage ..."
"ID40","Personal Relationships","Peer-to-Peer","education",0,"M","not border state",0,"It was a new connection, it wasn’t somebody…I think that is a disadvantage ..."
"ID40","Research Interest","Academic Trajectory","education",0,"M","not border state",0,"It was more like a reflective process. I think it was at the point where I ..."
"ID40","Professional Experience","Academic Trajectory","education",0,"M","not border state",0,"I would say time was a challenge and priority. I think if I have one more e..."
"ID40","Institutional Challenges (Pre)","Sociocultural and Political Context","education",0,"M","not border state",0,"I would say time was a challenge and priority. I think if I have one more e..."
"ID40","Institutional Context","Institutional Context","education",0,"M","not border state",0,"I would say time was a challenge and priority. I think if I have one more e..."
"ID40","Personality/Status Conflict","Peer-to-Peer","education",0,"M","not border state",0,"I would say time was a challenge and priority. I think if I have one more e..."
"ID40","Disciplinary Incentives","Disciplinary","education",0,"M","not border state",0,"I would say time was a challenge and priority. I think if I have one more e..."
"ID40","Disciplinary Incentives","Disciplinary","education",0,"M","not border state",0,"Well, yes. It was kind of similar. Last time when I did an actual research ..."
"ID40","Institutional Challenges (Pre)","Sociocultural and Political Context","education",0,"M","not border state",0,"Well, yes. It was kind of similar. Last time when I did an actual research ..."
"ID40","Institutional Context","Institutional Context","education",0,"M","not border state",0,"Well, yes. It was kind of similar. Last time when I did an actual research ..."
"ID40","Institutional Context","Institutional Context","education",0,"M","not border state",0,"I had kind of some attempts. One recent one was about a year ago. It really..."
"ID40","Research Interest","Academic Trajectory","education",0,"M","not border state",0,"I think both of them go very closed together. I tend to be driven collabora..."
"ID40","Cross-Cultural Understanding","Sociocultural and Political Context","education",0,"M","not border state",0,"Yes. I think in some ways…the individual level for me is almost like we cre..."
"ID40","Cross-Cultural Understanding","Sociocultural and Political Context","education",0,"M","not border state",0,"I think the reason is interest. I think people are legitimately curious abo..."
"ID40","Political/Legal Challenges","Challenges","education",0,"M","not border state",0,"I think the reason is interest. I think people are legitimately curious abo..."
"ID40","Institutional Context","Institutional Context","education",0,"M","not border state",0,"I think there have to be an awareness that their willingness is there even ..."
"ID40","Cross-Cultural Understanding","Sociocultural and Political Context","education",0,"M","not border state",0,"I think there have to be an awareness that their willingness is there even ..."
"ID40","Institutional Challenges (Pre)","Sociocultural and Political Context","education",0,"M","not border state",0,"I think there have to be an awareness that their willingness is there even ..."
"ID40","Funding Difficulties","Presence of Funding","education",0,"M","not border state",0,"Another aspect is money. I think sometime their…a very good example is ineq..."
"ID40","Personal Relationships","Peer-to-Peer","education",0,"M","not border state",0,"It has to start at the individual level. I have some resources but not too ..."
"ID40","Institutional Challenges (Pre)","Sociocultural and Political Context","education",0,"M","not border state",0,"I think international collaboration in generation is absolutely supported. ..."
"ID40","Institutional Context","Institutional Context","education",0,"M","not border state",0,"I think international collaboration in generation is absolutely supported. ..."
"ID40","Political/Legal Challenges","Challenges","education",0,"M","not border state",0,"I think it’s kind of going both ways. First of all, it motivated me more to..."
"ID40","Quotes",NA,"education",0,"M","not border state",0,"In a way it’s more difficult but more important as well. ..."
"ID40","Institutional Context","Institutional Context","education",0,"M","not border state",0,"I would like a couple of things. I like a couple of diverse institutions of..."
"ID40","Collaboration Outcomes","Definition of Collaboration","education",0,"M","not border state",0,"I think because I would hope by working together their research capacity mi..."
"ID40","Research Interest","Academic Trajectory","education",0,"M","not border state",0,"You know I read something and there is an article that get my attention and..."
"ID40","Academic Meeting/Conference","Peer-to-Peer","education",0,"M","not border state",0,"I think sometimes in conference you meet people but that I would say a litt..."
"ID40","Research Interest","Academic Trajectory","education",0,"M","not border state",0,"I think what happened is the next step so if I have a common interest with ..."
"ID40","Personal Relationships","Peer-to-Peer","education",0,"M","not border state",0,"I think what happened is the next step so if I have a common interest with ..."
"ID40","Prior Collaboration Experience","Academic Trajectory","education",0,"M","not border state",0,"I think I’m very interested in areas that are developing there are lot of p..."
"ID40","Personal Relationships","Peer-to-Peer","education",0,"M","not border state",0,"That was kind of random. Somebody I knew was a grad student I was a doctora..."
"ID40","Collaboration Outcomes","Definition of Collaboration","education",0,"M","not border state",0,"No. I wouldn’t say that. I think there have been experience I feel it’s fin..."
"ID40","Collaboration Outcomes","Definition of Collaboration","education",0,"M","not border state",0,"I think part of that is what really matter to me is the criteria do I want ..."
"ID40","Institutional Context","Institutional Context","education",0,"M","not border state",0,"I think we talked about it already in my experience it’s a matter of reputa..."
"ID40","Institutional Context","Institutional Context","education",0,"M","not border state",0,"I think that could fly but I think what interesting is the person added you..."
"ID40","Institutional Challenges (Pre)","Sociocultural and Political Context","education",0,"M","not border state",0," think that could fly but I think what interesting is the person added you ..."
"ID40","Institutional Context","Institutional Context","education",0,"M","not border state",0,"Roxana
What about Latin America?
Gerardo
I think it’s a larger pool of inst..."
"ID40","Institutional Context","Institutional Context","education",0,"M","not border state",0,"At the moment, I am interested in doing that and interest in pursuing that ..."
"ID40","Disciplinary Incentives","Disciplinary","education",0,"M","not border state",0,"At the moment, I am interested in doing that and interest in pursuing that ..."
"ID50","Collaboration Examples","Definition of Collaboration","health science",1,"F","border state",0,"Academic collaboration. Okay. So when I was in my career, I didn't have a w..."
"ID50","Cross-Cultural Understanding","Sociocultural and Political Context","health science",1,"F","border state",0,"Academic collaboration. Okay. So when I was in my career, I didn't have a w..."
"ID50","Prior Collaboration Experience","Academic Trajectory","health science",1,"F","border state",0,"Academic collaboration. Okay. So when I was in my career, I didn't have a w..."
"ID50","Quotes",NA,"health science",1,"F","border state",0,"over the course of that through here, I learned that it really does mean th..."
"ID50","Prior Collaboration Experience","Academic Trajectory","health science",1,"F","border state",0,"Where the most import thing that we did was ... with a little bit of fundin..."
"ID50","Collaboration Examples","Definition of Collaboration","health science",1,"F","border state",0,"Where the most import thing that we did was ... with a little bit of fundin..."
"ID50","Academic Meeting/Conference","Peer-to-Peer","health science",1,"F","border state",0,"Where the most import thing that we did was ... with a little bit of fundin..."
"ID50","Collaboration Outcomes","Definition of Collaboration","health science",1,"F","border state",0,"When we had a small army of people correcting us preliminary data and by th..."
"ID50","Successful Funding","Presence of Funding","health science",1,"F","border state",0,"with a little bit of funding that came actually from the Mexican government..."
"ID50","Collaboration Outcomes","Definition of Collaboration","health science",1,"F","border state",0,"As far as I know, it's real. When I described it to other academicians they..."
"ID50","Collaboration Examples","Definition of Collaboration","health science",1,"F","border state",0,"Oh, I have a number. I have recently wrapped up and we're collaborating to ..."
"ID50","Funding Difficulties","Presence of Funding","health science",1,"F","border state",0,"Possible You know ... and I'm sure this is true for a lot of rare condition..."
"ID50","Disciplinary Culture","Disciplinary","health science",1,"F","border state",0,"Dr. Boyer:
But in order to find yourself a niche in the big seal. You prett..."
"ID50","Disciplinary Incentives","Disciplinary","health science",1,"F","border state",0,"Dr. Boyer:
But in order to find yourself a niche in the big seal. You prett..."
"ID50","Institutional Context","Institutional Context","health science",1,"F","border state",0,"Multidisciplinary faculty at a university are what most people think of as ..."
"ID50","Institutional Challenges (Pre)","Sociocultural and Political Context","health science",1,"F","border state",0,"Multidisciplinary faculty at a university are what most people think of as ..."
"ID50","Disciplinary Incentives","Disciplinary","health science",1,"F","border state",0,"Multidisciplinary faculty at a university are what most people think of as ..."
"ID50","Personal Relationships","Peer-to-Peer","health science",1,"F","border state",0,"Dr. Boyer:
Well, we had met previously but didn't really work together unti..."
"ID50","Academic Meeting/Conference","Peer-to-Peer","health science",1,"F","border state",0,"Dr. Boyer:
And it was later that we had that workshop I described to you in..."
"ID50","Successful Funding","Presence of Funding","health science",1,"F","border state",0,"Dr. Boyer:
And it was later that we had that workshop I described to you in..."
"ID50","Description of Funders","Presence of Funding","health science",1,"F","border state",0,"So the big funding came from the United States FDA. I've had a couple of ou..."
"ID50","Description of Funders","Presence of Funding","health science",1,"F","border state",0,"And then the company really didn't have a lot of money. It's a little famil..."
"ID50","Political/Legal Challenges","Challenges","health science",1,"F","border state",0,"here could you look the Arizona legislature, we had to deal with SB 10 70 t..."
"ID50","Description of Funders","Presence of Funding","health science",1,"F","border state",0,"The Mexican University supporting a lot of this ... the family of actually ..."
"ID50","Institutional Context","Institutional Context","health science",1,"F","border state",0,"The Mexican University supporting a lot of this ... the family of actually ..."
"ID50","Collaboration Outcomes","Definition of Collaboration","health science",1,"F","border state",0,"And I live in the desert of Arizona. We would invite people out here. And o..."
