order,actor_ID,code_ID,field_cat,collab_num,gender_cat,border_cat,seek_num,code_quote,code_theme
9,ID32,Institutional Failures (Post),social science,1,F,border state,1,They did not want competition. We have to understand that american universi...,Institution-to-Institution
10,ID32,Description of Funders,social science,1,F,border state,1,They did not want competition. We have to understand that american universi...,Presence of Funding
11,ID32,Institutional Context,social science,1,F,border state,1,"n both cases, probably the most important is to persuade your the administr...",Institutional Context
12,ID32,Description of Funders,social science,1,F,border state,1,"So, sometimes the administrators, they are always thinking about money. The...",Presence of Funding
62,ID2,Research Interest,science and engineering,1,M,not border state,0, But these colleagues that I worked closely with at the University of Arizo...,Academic Trajectory
63,ID2,Personal Relationships,science and engineering,1,M,not border state,0,And then I also you know because I live here I know my ways around I came a...,Peer-to-Peer
1,ID1,Disciplinary Culture,social science,1,F,not border state,0,"Anailese	In anthropology, especially cultural anthropology, the field that ...",Disciplinary
2,ID1,Academic Meeting/Conference,social science,1,F,not border state,0,"Anailese	Yeah, I could talk about one contact in particularly that I’ve bee...",Peer-to-Peer
3,ID1,Research Interest,social science,1,F,not border state,0,"Anailese	Sure. I think there are a lot of reasons [cut off] Mexico which wa...",Academic Trajectory
4,ID1,Research Interest,social science,1,F,not border state,0,"Anailese	No. I was saying I got interested in Mexico as a place to do case ...",Academic Trajectory
5,ID1,Academic Meeting/Conference,social science,1,F,not border state,0,"Yeah. It calls LASA, the Latin American Study Association....",Peer-to-Peer
6,ID1,Collaboration Examples,social science,1,F,not border state,0,"Well. I think a lot of times when people talk about academic collaboration,...",Definition of Collaboration
7,ID1,Prior Collaboration Experience,social science,1,F,not border state,0,"On the research end, so I’ve been working supposing since the 1990s and all...",Academic Trajectory
8,ID1,Professional Experience,social science,1,F,not border state,0,"On the research end, so I’ve been working supposing since the 1990s and all...",Academic Trajectory
9,ID1,Cross-Cultural Understanding,social science,1,F,not border state,0," Speaking the language. I found that’s very helpful, especially reading the...",Sociocultural and Political Context
10,ID1,Family Situation,social science,1,F,not border state,0,"I think part of it too is has to deal with work life balance, at that point...",Background
11,ID1,Institutional Challenges (Pre),social science,1,F,not border state,0,Since most of my collaborations are…I guess I can talk about it in two sens...,Sociocultural and Political Context
12,ID1,Institutional Challenges (Pre),social science,1,F,not border state,0,I often…my colleague and I were collaborating on different grant schedules ...,Sociocultural and Political Context
13,ID1,Prior Collaboration Experience,social science,1,F,not border state,0,"Normally co-research, co-author, co-investigator…in some instances I joined...",Academic Trajectory
14,ID1,Undergraduate Programs,social science,1,F,not border state,0,"Anailese	Yeah, actually [unclear 24:15-24:30]…was about to offer internship...",Student Programs
15,ID1,Undergraduate Programs,social science,1,F,not border state,0,I have a colleague here in [name in Spanish 28:56-58] visited different res...,Student Programs
16,ID1,Collaboration Examples,social science,1,F,not border state,0,I have a colleague here in [name in Spanish 28:56-58] visited different res...,Definition of Collaboration
17,ID1,Institutional Challenges (Pre),social science,1,F,not border state,0,eah. Yeah. No I think that the institutional collaboration is more difficul...,Sociocultural and Political Context
18,ID1,Disciplinary Culture,social science,1,F,not border state,0,"Anailese	In my discipline, I think that…the people are definitely in the U....",Disciplinary
19,ID1,Political/Legal Challenges,social science,1,F,not border state,0,"Anailese	I think the current climate situation make it really hard. It make...",Challenges
20,ID1,Political/Legal Challenges,social science,1,F,not border state,0,"Anailese	Oh yeah, definitely, things were bad before but under Trump has go...",Challenges
21,ID1,Disciplinary Barriers,social science,1,F,not border state,0,"Anailese	Sadly, a lot of time have to do with access. Access to the materia...",Disciplinary
1,ID13,Professional Experience,science and engineering,1,M,border state,1,"Manuel:	Yes, I have an undergraduate and master's degree from Mexico, and I...",Academic Trajectory
2,ID13,Prior Collaboration Experience,science and engineering,1,M,border state,1,"Now, I have been quite lucky in getting projects with Mexico. I have [sever...",Academic Trajectory
3,ID13,Prior Collaboration Experience,science and engineering,1,M,border state,1,The second is the consequence of this engagement with institutions in Mexic...,Academic Trajectory
4,ID13,Prior Collaboration Experience,science and engineering,1,M,border state,1,"Third, the final, is bringing what we call research scholars. Research scho...",Academic Trajectory
5,ID13,Doctoral Research,science and engineering,1,M,border state,1,"Third, the final, is bringing what we call research scholars. Research scho...",Student Programs
6,ID13,Successful Funding,science and engineering,1,M,border state,1,"Luckily, those fields in Mexico are priority for the country. If you apply ...",Presence of Funding
7,ID13,Description of Funders,science and engineering,1,M,border state,1," have been lucky in bringing students to UTD, UT Dallas, to their Conacyt p...",Presence of Funding
8,ID13,Personal Relationships,science and engineering,1,M,border state,1,"Manuel:	In science and engineering, you first start collaborating with peop...",Peer-to-Peer
9,ID13,Description of Funders,science and engineering,1,M,border state,1,"The second is the fact that Conacyt, this fellowship that Conacyt has, mayb...",Presence of Funding
10,ID13,Successful Funding,science and engineering,1,M,border state,1,"The second is the fact that Conacyt, this fellowship that Conacyt has, mayb...",Presence of Funding
11,ID13,Cross-Cultural Understanding,science and engineering,1,M,border state,1," In terms of how we collaborate with Mexico, it will be the same in general...",Sociocultural and Political Context
12,ID13,Political/Legal Challenges,science and engineering,1,M,border state,1,"The cons would be the visa issues. It takes quite a bit of time. Now, UTD d...",Challenges
13,ID13,Institutional Successes,science and engineering,1,M,border state,1, think ... I'll give you one quick example. Texas and Mexico have a program...,Institution-to-Institution
14,ID13,Political/Legal Challenges,science and engineering,1,M,border state,1,"Right. I think with Mexico in particular, no. No, I haven't had any problem...",Challenges
15,ID13,Institutional Context,science and engineering,1,M,border state,1,"Okay. Gosh, it does ... I don't think I can give a fair answer because, for...",Institutional Context
16,ID13,Disciplinary Culture,science and engineering,1,M,border state,1,"Okay. Gosh, it does ... I don't think I can give a fair answer because, for...",Disciplinary
17,ID13,Cross-Cultural Understanding,science and engineering,1,M,border state,1,"Manuel:	In the US, we don't have that. Understanding the system is very imp...",Sociocultural and Political Context
22,ID1,Prior Collaboration Experience,social science,1,F,not border state,0,"and that was in 20, I think 2009, almost 10 years since we’ve been working ...",Academic Trajectory
23,ID1,Prior Collaboration Experience,social science,1,F,not border state,0,"Anailese	I have conversations with people before like in conference, throug...",Academic Trajectory
24,ID1,Political/Legal Challenges,social science,1,F,not border state,0,"Anailese	It was in Canada. And the association did it in Canada on purpose....",Challenges
25,ID1,Institutional Context,social science,1,F,not border state,0,"Anailese	I think…okay when I was teaching in the United States I was at a s...",Institutional Context
26,ID1,Institutional Context,social science,1,F,not border state,0,Since most of my collaborations are…I guess I can talk about it in two sens...,Institutional Context
27,ID1,Cross-Cultural Understanding,social science,1,F,not border state,0,"For example, when I was a Fulbright scholar at the national university here...",Sociocultural and Political Context
28,ID1,Institutional Context,social science,1,F,not border state,0,I often…my colleague and I were collaborating on different grant schedules ...,Institutional Context
29,ID1,Institutional Context,social science,1,F,not border state,0,"Anailese	I thought depend of what level you’re talking about. I found that ...",Institutional Context
30,ID1,Institutional Context,social science,1,F,not border state,0,"Anailese	Well, I was in the international study department so they were in ...",Institutional Context
31,ID1,Institutional Context,social science,1,F,not border state,0,"Anailese	Yeah I guessed with more flexibility on time and travel. And I thi...",Institutional Context
32,ID1,Institutional Context,social science,1,F,not border state,0,I see. Do you personally prefer more individual driven kind of peer-to-peer...,Institutional Context
33,ID1,Collaboration Examples,social science,1,F,not border state,0,I see. Do you personally prefer more individual driven kind of peer-to-peer...,Definition of Collaboration
34,ID1,Collaboration Examples,social science,1,F,not border state,0,Definitely. Definitely. A lot of what happen in Unan is that because it is ...,Definition of Collaboration
35,ID1,Collaboration Examples,social science,1,F,not border state,0,"Anailese	Depend on what is the partnership for, right. So I think if the pa...",Definition of Collaboration
18,ID13,Cross-Cultural Understanding,science and engineering,1,M,border state,1,"That brings, from my perspective, a unique vision that's of what the, in th...",Sociocultural and Political Context
19,ID13,Description of Funders,science and engineering,1,M,border state,1,"My portion, the US portion of the grant is covered by a US institution or a...",Presence of Funding
20,ID13,Collaboration Outcomes,science and engineering,1,M,border state,1," For me, having a research project, joint project with Mexico has helped me...",Definition of Collaboration
21,ID13,Personal Relationships,science and engineering,1,M,border state,1,"Now, how did I get to the point of having a joint project with Mexico? It's...",Peer-to-Peer
22,ID13,Academic Meeting/Conference,science and engineering,1,M,border state,1,"Now, how did I get to the point of having a joint project with Mexico? It's...",Peer-to-Peer
23,ID13,Personal Relationships,science and engineering,1,M,border state,1,"How am I able to get all that? By having a very, very visible engagement wi...",Peer-to-Peer
24,ID13,Academic Meeting/Conference,science and engineering,1,M,border state,1,"How am I able to get all that? By having a very, very visible engagement wi...",Peer-to-Peer
25,ID13,Disciplinary Incentives,science and engineering,1,M,border state,1,"Luckily, those fields in Mexico are priority for the country. If you apply ...",Disciplinary
26,ID13,Prior Collaboration Experience,science and engineering,1,M,border state,1,I think [out of 00:16:28] my experience with Mexico and [not 00:16:31] have...,Academic Trajectory
27,ID13,Undergraduate Programs,science and engineering,1,M,border state,1,. I have a summer program. I bring a student from undergrad college in Mexi...,Student Programs
28,ID13,Institutional Context,science and engineering,1,M,border state,1," Second, we have a good number of Mexican students in our programs here. An...",Institutional Context
29,ID13,Institutional Successes,science and engineering,1,M,border state,1,"
Manuel:	I think advantages ... For instance, UT Dallas and our department ...",Institution-to-Institution
1,ID6,Collaboration Examples,science and engineering,0,F,not border state,1,"I engage in similar projects or I also oversee American exchange students, ...",Definition of Collaboration
2,ID6,Collaboration Examples,science and engineering,0,F,not border state,1,We are collaborating here all the time within my department. We are doing p...,Definition of Collaboration
3,ID6,Institutional Context,science and engineering,0,F,not border state,1,I think so basically we the school don’t have the resources sometimes we do...,Institutional Context
4,ID6,Prior Collaboration Experience,science and engineering,0,F,not border state,1,No. Not really. It was only when I was working with UNAM that I have collab...,Academic Trajectory
5,ID6,Prior Collaboration Experience,science and engineering,0,F,not border state,1,"Ji Yeon
Okay. So none of the current ones involved Mexican institutions. 
I...",Academic Trajectory
6,ID6,Prior Collaboration Experience,science and engineering,0,F,not border state,1,We are collaborating here all the time within my department. We are doing p...,Academic Trajectory
7,ID6,Personality/Status Conflict,science and engineering,0,F,not border state,1,"I don’t know, maybe I should. First of all is the distance. At the some poi...",Peer-to-Peer
8,ID6,Institutional Context,science and engineering,0,F,not border state,1," I know that research projects that they do at UNAM, a research institution...",Institutional Context
9,ID6,Personality/Status Conflict,science and engineering,0,F,not border state,1,"Yeah. Yeah, I think the research goal is very different from the one I’m do...",Peer-to-Peer
10,ID6,Personality/Status Conflict,science and engineering,0,F,not border state,1,"That doesn’t mean it couldn’t happen, it could happen if I just try to conn...",Peer-to-Peer
11,ID6,Research Interest,science and engineering,0,F,not border state,1,"Yeah. Yeah, I think the research goal is very different from the one I’m do...",Academic Trajectory
12,ID6,Academic Meeting/Conference,science and engineering,0,F,not border state,1,I don’t really know. Like I said the Fulbright has been a really good venue...,Peer-to-Peer
13,ID6,Disciplinary Incentives,science and engineering,0,F,not border state,1,I don’t really know. Like I said the Fulbright has been a really good venue...,Disciplinary
14,ID6,Institutional Context,science and engineering,0,F,not border state,1,"When we have a numbers of Latina students, basically coming from Mexico. We...",Institutional Context
15,ID6,Undergraduate Programs,science and engineering,0,F,not border state,1,"When we have a numbers of Latina students, basically coming from Mexico. We...",Student Programs
16,ID6,Undergraduate Programs,science and engineering,0,F,not border state,1,"One is the students would go basically they want to work in Spanish major, ...",Student Programs
17,ID6,Collaboration Examples,science and engineering,0,F,not border state,1,"One is the students would go basically they want to work in Spanish major, ...",Definition of Collaboration
18,ID6,Prior Collaboration Experience,science and engineering,0,F,not border state,1,"One is the students would go basically they want to work in Spanish major, ...",Academic Trajectory
19,ID6,Academic Meeting/Conference,science and engineering,0,F,not border state,1,I am completely disengaged of knowing where. Except when Mexican presenters...,Peer-to-Peer
20,ID6,Institutional Context,science and engineering,0,F,not border state,1,Very interested…we have bilateral programs including students from other pl...,Institutional Context
21,ID6,Institutional Context,science and engineering,0,F,not border state,1,"So we have with Australia, Sanburn University? Kosovo…Denmark, Greece, Finl...",Institutional Context
22,ID6,Cross-Cultural Understanding,science and engineering,0,F,not border state,1," For example, I know that students stop going to Mexico, even Fulbright stu...",Sociocultural and Political Context
23,ID6,Academic Meeting/Conference,science and engineering,0,F,not border state,1,Most of the time it has been so from the regional chapter of the American C...,Peer-to-Peer
24,ID6,Research Interest,science and engineering,0,F,not border state,1,Most of the time it has been so from the regional chapter of the American C...,Academic Trajectory
25,ID6,Institutional Context,science and engineering,0,F,not border state,1, We are doing a lot of service to community colleges. We work with them. Fo...,Institutional Context
26,ID6,Collaboration Examples,science and engineering,0,F,not border state,1,"International, I would say I don’t know if I should call this collaboration...",Definition of Collaboration
27,ID6,Political/Legal Challenges,science and engineering,0,F,not border state,1,I think it’s important because they guarantee the safety of our students. F...,Challenges
28,ID6,Undergraduate Programs,science and engineering,0,F,not border state,1,"For the students, there is also incentive because the classes are very sequ...",Student Programs
29,ID6,Disciplinary Incentives,science and engineering,0,F,not border state,1," First of all, the going globally everywhere. Like I said the workshops the...",Disciplinary
30,ID6,Academic Meeting/Conference,science and engineering,0,F,not border state,1,I think all of them are the above because of the local chapter (name? 22:58...,Peer-to-Peer
31,ID6,Prior Collaboration Experience,science and engineering,0,F,not border state,1,"Yeah, I think so…this is something nobody is going to do it because chemist...",Academic Trajectory
32,ID6,Institutional Context,science and engineering,0,F,not border state,1,What I see many times…research in university because universities don’t rea...,Institutional Context
33,ID6,Institutional Challenges (Pre),science and engineering,0,F,not border state,1,What I see many times…research in university because universities don’t rea...,Sociocultural and Political Context
34,ID6,Institutional Challenges (Pre),science and engineering,0,F,not border state,1,"Many times because we are a teaching institution so we teach a lot, less ti...",Sociocultural and Political Context
35,ID6,Institutional Context,science and engineering,0,F,not border state,1,"Many times because we are a teaching institution so we teach a lot, less ti...",Institutional Context
36,ID6,Prior Collaboration Experience,science and engineering,0,F,not border state,1,No. I don’t have any institution level. ...,Academic Trajectory
1,ID9,Collaboration Outcomes,social science,1,M,border state,0,And they have seen just an amazing win with the tuition Mexican themselves ...,Definition of Collaboration
2,ID9,Professional Experience,social science,1,M,border state,0,"So there was, I would say some degree of uncertainty in the initial convers...",Academic Trajectory
3,ID9,Academic Meeting/Conference,social science,1,M,border state,0,Um the other thing I will say is that I am involved in the Association for ...,Peer-to-Peer
4,ID9,Collaboration Outcomes,social science,1,M,border state,0,"m so I think I have seen, Im chewing different needs of admissions with Mex...",Definition of Collaboration
5,ID9,Collaboration Examples,social science,1,M,border state,0,"That is called the UT Dallas Mexico Summer Research Program Ok? Again, the ...",Definition of Collaboration
6,ID9,Prior Collaboration Experience,social science,1,M,border state,0,"That is called the UT Dallas Mexico Summer Research Program Ok? Again, the ...",Academic Trajectory
7,ID9,Collaboration Outcomes,social science,1,M,border state,0," And then with our success we are happy with really, the growth, emotionall...",Definition of Collaboration
8,ID9,Institutional Successes,social science,1,M,border state,0," And then with our success we are happy with really, the growth, emotionall...",Institution-to-Institution
9,ID9,Undergraduate Programs,social science,1,M,border state,0,"That is called the UT Dallas Mexico Summer Research Program Ok? Again, the ...",Student Programs
10,ID9,Collaboration Examples,social science,1,M,border state,0,But let’s start with the one that seems in the deepest in my heart which ha...,Definition of Collaboration
11,ID9,Prior Collaboration Experience,social science,1,M,border state,0,But let’s start with the one that seems in the deepest in my heart which ha...,Academic Trajectory
12,ID9,Successful Funding,social science,1,M,border state,0,By that question kind of from the US Mexico Embassy directly and at this po...,Presence of Funding
13,ID9,Cross-Cultural Understanding,social science,1,M,border state,0,"Rodolfo 	Yes, of course. I mean ultimately this not about the people, this ...",Sociocultural and Political Context
14,ID9,Institutional Context,social science,1,M,border state,0,"Oh uh, Taylor, Mexico is next door okay? And so there are many geographic a...",Institutional Context
15,ID9,Collaboration Outcomes,social science,1,M,border state,0,"That’s number one, number two is answers the first part of your question, i...",Definition of Collaboration
16,ID9,Institutional Context,social science,1,M,border state,0,"Um you mentioned proximity ok? The geography, I mean, and Taylor I will tel...",Institutional Context
17,ID9,Institutional Context,social science,1,M,border state,0,"The other one, you need to have patience, you need to have  key stakeholder...",Institutional Context
18,ID9,Political/Legal Challenges,social science,1,M,border state,0,Taylor. What is the political climate? What is the message from the politic...,Challenges
19,ID9,Political/Legal Challenges,social science,1,M,border state,0,"Why? Because we have to be patient about, what seems to be the issue about ...",Challenges
20,ID9,Institutional Context,social science,1,M,border state,0,"No, well in the case of UT Dallas we allow intellectual freedom you know ot...",Institutional Context
21,ID9,Collaboration Outcomes,social science,1,M,border state,0,At that point though its more of a commitment of personal level collaborati...,Definition of Collaboration
22,ID9,Successful Funding,social science,1,M,border state,0,Well there are specific grants that they can that they can elaborate that t...,Presence of Funding
23,ID9,Description of Funders,social science,1,M,border state,0,Well there are specific grants that they can that they can elaborate that t...,Presence of Funding
24,ID9,Institutional Context,social science,1,M,border state,0,Um actually when they want to choose that we create a culture of internatio...,Institutional Context
25,ID9,Collaboration Examples,social science,1,M,border state,0,"Um. I think this is growing and growing across the United States. However, ...",Definition of Collaboration
26,ID9,Collaboration Examples,social science,1,M,border state,0,"So essentially to answer your question, if you want to quantify, I would sa...",Definition of Collaboration
27,ID9,Cross-Cultural Understanding,social science,1,M,border state,0,Hm um. I may have a good lead for that but the very first thing that is com...,Sociocultural and Political Context
28,ID9,Collaboration Outcomes,social science,1,M,border state,0,"Ultimately I would want you to know this, ultimately I think we want to be ...",Definition of Collaboration
29,ID9,Political/Legal Challenges,social science,1,M,border state,0,"Ultimately I would want you to know this, ultimately I think we want to be ...",Challenges
30,ID9,Disciplinary Incentives,social science,1,M,border state,0,"Absolutely. You know, you have this information exposed to you through othe...",Disciplinary
31,ID9,Collaboration Examples,social science,1,M,border state,0,"Um so when I started in the acceptance of Mexico status in 2001, it was rea...",Definition of Collaboration
32,ID9,Institutional Successes,social science,1,M,border state,0,"Um so I think I have seen, Im chewing different needs of admissions with Me...",Institution-to-Institution
33,ID9,Institutional Successes,social science,1,M,border state,0,And they have seen just an amazing win with the tuition Mexican themselves ...,Institution-to-Institution
1,ID40,Collaboration Examples,education,0,M,not border state,0,I think collaboration is one of those terms that abused a little bit I thin...,Definition of Collaboration
2,ID40,Collaboration Outcomes,education,0,M,not border state,0,I think really make collaboration different is…I think that research for it...,Definition of Collaboration
3,ID40,Institutional Challenges (Pre),education,0,M,not border state,0,I had kind of some attempts. One recent one was about a year ago. It really...,Sociocultural and Political Context
4,ID40,Research Interest,education,0,M,not border state,0,I had kind of some attempts. One recent one was about a year ago. It really...,Academic Trajectory
5,ID40,Collaboration Examples,education,0,M,not border state,0,"At the moment, I at various stages working with a few colleagues. I would s...",Definition of Collaboration
6,ID40,Institutional Context,education,0,M,not border state,0,"At the moment, I at various stages working with a few colleagues. I would s...",Institutional Context
7,ID40,Academic Meeting/Conference,education,0,M,not border state,0,"It was a new connection, it wasn’t somebody…I think that is a disadvantage ...",Peer-to-Peer
8,ID40,Disciplinary Incentives,education,0,M,not border state,0,"It was a new connection, it wasn’t somebody…I think that is a disadvantage ...",Disciplinary
9,ID40,Personal Relationships,education,0,M,not border state,0,"It was a new connection, it wasn’t somebody…I think that is a disadvantage ...",Peer-to-Peer
10,ID40,Research Interest,education,0,M,not border state,0,It was more like a reflective process. I think it was at the point where I ...,Academic Trajectory
11,ID40,Professional Experience,education,0,M,not border state,0,I would say time was a challenge and priority. I think if I have one more e...,Academic Trajectory
12,ID40,Institutional Challenges (Pre),education,0,M,not border state,0,I would say time was a challenge and priority. I think if I have one more e...,Sociocultural and Political Context
13,ID40,Institutional Context,education,0,M,not border state,0,I would say time was a challenge and priority. I think if I have one more e...,Institutional Context
14,ID40,Personality/Status Conflict,education,0,M,not border state,0,I would say time was a challenge and priority. I think if I have one more e...,Peer-to-Peer
15,ID40,Disciplinary Incentives,education,0,M,not border state,0,I would say time was a challenge and priority. I think if I have one more e...,Disciplinary
16,ID40,Disciplinary Incentives,education,0,M,not border state,0,"Well, yes. It was kind of similar. Last time when I did an actual research ...",Disciplinary
17,ID40,Institutional Challenges (Pre),education,0,M,not border state,0,"Well, yes. It was kind of similar. Last time when I did an actual research ...",Sociocultural and Political Context
18,ID40,Institutional Context,education,0,M,not border state,0,"Well, yes. It was kind of similar. Last time when I did an actual research ...",Institutional Context
19,ID40,Institutional Context,education,0,M,not border state,0,I had kind of some attempts. One recent one was about a year ago. It really...,Institutional Context
20,ID40,Research Interest,education,0,M,not border state,0,I think both of them go very closed together. I tend to be driven collabora...,Academic Trajectory
21,ID40,Cross-Cultural Understanding,education,0,M,not border state,0,Yes. I think in some ways…the individual level for me is almost like we cre...,Sociocultural and Political Context
22,ID40,Cross-Cultural Understanding,education,0,M,not border state,0,I think the reason is interest. I think people are legitimately curious abo...,Sociocultural and Political Context
23,ID40,Political/Legal Challenges,education,0,M,not border state,0,I think the reason is interest. I think people are legitimately curious abo...,Challenges
24,ID40,Institutional Context,education,0,M,not border state,0,I think there have to be an awareness that their willingness is there even ...,Institutional Context
25,ID40,Cross-Cultural Understanding,education,0,M,not border state,0,I think there have to be an awareness that their willingness is there even ...,Sociocultural and Political Context
26,ID40,Institutional Challenges (Pre),education,0,M,not border state,0,I think there have to be an awareness that their willingness is there even ...,Sociocultural and Political Context
27,ID40,Funding Difficulties,education,0,M,not border state,0,Another aspect is money. I think sometime their…a very good example is ineq...,Presence of Funding
28,ID40,Personal Relationships,education,0,M,not border state,0,It has to start at the individual level. I have some resources but not too ...,Peer-to-Peer
29,ID40,Institutional Challenges (Pre),education,0,M,not border state,0,I think international collaboration in generation is absolutely supported. ...,Sociocultural and Political Context
30,ID40,Institutional Context,education,0,M,not border state,0,I think international collaboration in generation is absolutely supported. ...,Institutional Context
31,ID40,Political/Legal Challenges,education,0,M,not border state,0,"I think it’s kind of going both ways. First of all, it motivated me more to...",Challenges
32,ID40,Institutional Context,education,0,M,not border state,0,I would like a couple of things. I like a couple of diverse institutions of...,Institutional Context
33,ID40,Collaboration Outcomes,education,0,M,not border state,0,I think because I would hope by working together their research capacity mi...,Definition of Collaboration
34,ID40,Research Interest,education,0,M,not border state,0,You know I read something and there is an article that get my attention and...,Academic Trajectory
35,ID40,Academic Meeting/Conference,education,0,M,not border state,0,I think sometimes in conference you meet people but that I would say a litt...,Peer-to-Peer
36,ID40,Research Interest,education,0,M,not border state,0,I think what happened is the next step so if I have a common interest with ...,Academic Trajectory
37,ID40,Personal Relationships,education,0,M,not border state,0,I think what happened is the next step so if I have a common interest with ...,Peer-to-Peer
38,ID40,Prior Collaboration Experience,education,0,M,not border state,0,I think I’m very interested in areas that are developing there are lot of p...,Academic Trajectory
39,ID40,Personal Relationships,education,0,M,not border state,0,That was kind of random. Somebody I knew was a grad student I was a doctora...,Peer-to-Peer
40,ID40,Collaboration Outcomes,education,0,M,not border state,0,No. I wouldn’t say that. I think there have been experience I feel it’s fin...,Definition of Collaboration
41,ID40,Collaboration Outcomes,education,0,M,not border state,0,I think part of that is what really matter to me is the criteria do I want ...,Definition of Collaboration
42,ID40,Institutional Context,education,0,M,not border state,0,I think we talked about it already in my experience it’s a matter of reputa...,Institutional Context
43,ID40,Institutional Context,education,0,M,not border state,0,I think that could fly but I think what interesting is the person added you...,Institutional Context
44,ID40,Institutional Challenges (Pre),education,0,M,not border state,0, think that could fly but I think what interesting is the person added you ...,Sociocultural and Political Context
45,ID40,Institutional Context,education,0,M,not border state,0,"Roxana
What about Latin America?
Gerardo
I think it’s a larger pool of inst...",Institutional Context
46,ID40,Institutional Context,education,0,M,not border state,0,"At the moment, I am interested in doing that and interest in pursuing that ...",Institutional Context
47,ID40,Disciplinary Incentives,education,0,M,not border state,0,"At the moment, I am interested in doing that and interest in pursuing that ...",Disciplinary
1,ID50,Collaboration Examples,health science,1,F,border state,0,"Academic collaboration. Okay. So when I was in my career, I didn't have a w...",Definition of Collaboration
2,ID50,Cross-Cultural Understanding,health science,1,F,border state,0,"Academic collaboration. Okay. So when I was in my career, I didn't have a w...",Sociocultural and Political Context
3,ID50,Prior Collaboration Experience,health science,1,F,border state,0,"Academic collaboration. Okay. So when I was in my career, I didn't have a w...",Academic Trajectory
4,ID50,Prior Collaboration Experience,health science,1,F,border state,0,Where the most import thing that we did was ... with a little bit of fundin...,Academic Trajectory
5,ID50,Collaboration Examples,health science,1,F,border state,0,Where the most import thing that we did was ... with a little bit of fundin...,Definition of Collaboration
6,ID50,Academic Meeting/Conference,health science,1,F,border state,0,Where the most import thing that we did was ... with a little bit of fundin...,Peer-to-Peer
7,ID50,Collaboration Outcomes,health science,1,F,border state,0,When we had a small army of people correcting us preliminary data and by th...,Definition of Collaboration
8,ID50,Successful Funding,health science,1,F,border state,0,with a little bit of funding that came actually from the Mexican government...,Presence of Funding
9,ID50,Collaboration Outcomes,health science,1,F,border state,0,"As far as I know, it's real. When I described it to other academicians they...",Definition of Collaboration
10,ID50,Collaboration Examples,health science,1,F,border state,0,"Oh, I have a number. I have recently wrapped up and we're collaborating to ...",Definition of Collaboration
11,ID50,Funding Difficulties,health science,1,F,border state,0,Possible You know ... and I'm sure this is true for a lot of rare condition...,Presence of Funding
12,ID50,Disciplinary Culture,health science,1,F,border state,0,"Dr. Boyer:
But in order to find yourself a niche in the big seal. You prett...",Disciplinary
13,ID50,Disciplinary Incentives,health science,1,F,border state,0,"Dr. Boyer:
But in order to find yourself a niche in the big seal. You prett...",Disciplinary
14,ID50,Institutional Context,health science,1,F,border state,0,Multidisciplinary faculty at a university are what most people think of as ...,Institutional Context
15,ID50,Institutional Challenges (Pre),health science,1,F,border state,0,Multidisciplinary faculty at a university are what most people think of as ...,Sociocultural and Political Context
16,ID50,Disciplinary Incentives,health science,1,F,border state,0,Multidisciplinary faculty at a university are what most people think of as ...,Disciplinary
17,ID50,Personal Relationships,health science,1,F,border state,0,"Dr. Boyer:
Well, we had met previously but didn't really work together unti...",Peer-to-Peer
18,ID50,Academic Meeting/Conference,health science,1,F,border state,0,"Dr. Boyer:
And it was later that we had that workshop I described to you in...",Peer-to-Peer
19,ID50,Successful Funding,health science,1,F,border state,0,"Dr. Boyer:
And it was later that we had that workshop I described to you in...",Presence of Funding
20,ID50,Description of Funders,health science,1,F,border state,0,So the big funding came from the United States FDA. I've had a couple of ou...,Presence of Funding
21,ID50,Description of Funders,health science,1,F,border state,0,And then the company really didn't have a lot of money. It's a little famil...,Presence of Funding
22,ID50,Political/Legal Challenges,health science,1,F,border state,0,"here could you look the Arizona legislature, we had to deal with SB 10 70 t...",Challenges
23,ID50,Description of Funders,health science,1,F,border state,0,The Mexican University supporting a lot of this ... the family of actually ...,Presence of Funding
24,ID50,Institutional Context,health science,1,F,border state,0,The Mexican University supporting a lot of this ... the family of actually ...,Institutional Context
25,ID50,Collaboration Outcomes,health science,1,F,border state,0,And I live in the desert of Arizona. We would invite people out here. And o...,Definition of Collaboration
26,ID50,Cross-Cultural Understanding,health science,1,F,border state,0,"So now you just asked the story of my life, yeah, sure. Number one off the ...",Sociocultural and Political Context
27,ID50,Lack of Interest - USA,health science,1,F,border state,0,So I never had a chance to attend a collaborative conference to which Mexic...,Challenges
28,ID50,Academic Meeting/Conference,health science,1,F,border state,0,So I never had a chance to attend a collaborative conference to which Mexic...,Peer-to-Peer
29,ID50,Funding Difficulties,health science,1,F,border state,0, So we don't have funds for international travel...,Presence of Funding
30,ID50,Cross-Cultural Understanding,health science,1,F,border state,0, language...,Sociocultural and Political Context
31,ID50,Political/Legal Challenges,health science,1,F,border state,0,"hen visa, oh my God.
Dr. Boyer:
Getting a visa for a Mexican students come ...",Challenges
32,ID50,Institutional Context,health science,1,F,border state,0,"Dr. Boyer:
They have given a lot of Las Vegas to be supportive. Lots and lo...",Institutional Context
33,ID50,Institutional Failures (Post),health science,1,F,border state,0,"Dr. Boyer:
They have given a lot of Las Vegas to be supportive. Lots and lo...",Institution-to-Institution
34,ID50,Institutional Failures (Post),health science,1,F,border state,0,I've thought about it then I offered to be involved in it and I have found ...,Institution-to-Institution
